id,level,ko,de,en,field_notes,상태,jin_memo
satz_a1_0256,A1,"안녕하세요, 처음 뵙겠습니다.","Hallo, freut mich.","Hi, nice to meet you.",rights: original; derived from live unused vocab 안녕하세요,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0369,A2,가방을 메고 학교에 가요.,Ich gehe mit der Tasche über der Schulter zur Schule.,I go to school with a bag on my shoulder.,rights: original; derived from live unused vocab 메다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0370,A2,바지가 커서 벨트를 했어요.,Die Hose war groß und ich habe einen Gürtel angelegt.,The pants were big so I wore a belt.,rights: original; derived from live unused vocab 벨트,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0371,A2,은 팔찌를 자주 해요.,Ich trage oft ein silbernes Armband.,I often wear a silver bracelet.,rights: original; derived from live unused vocab 팔찌,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0372,A2,눈이 와서 부츠를 신었어요.,Es hat geschneit und ich habe Stiefel angezogen.,It snowed so I wore boots.,rights: original; derived from live unused vocab 부츠,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0373,A2,여름에는 샌들이 편해요.,Im Sommer sind Sandalen bequem.,Sandals are comfortable in summer.,rights: original; derived from live unused vocab 샌들,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0374,A2,집에서 슬리퍼를 신어요.,Zu Hause trage ich Hausschuhe.,I wear slippers at home.,rights: original; derived from live unused vocab 슬리퍼,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0375,A2,스타킹에 구멍이 났어요.,Meine Strumpfhose hat ein Loch.,My stockings have a hole.,rights: original; derived from live unused vocab 스타킹,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0376,A2,한국 식당은 반찬이 많아요.,Koreanische Restaurants haben viele Beilagen.,Korean restaurants have many side dishes.,rights: original; derived from live unused vocab 반찬,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0377,A2,소금 좀 건네주세요.,Reich mir bitte das Salz.,Please pass the salt.,rights: original; derived from live unused vocab 소금,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0378,A2,수프에 후추를 넣었어요.,Ich habe Pfeffer in die Suppe getan.,I put pepper in the soup.,rights: original; derived from live unused vocab 후추,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0379,A2,젓가락 사용이 어려워요.,Stäbchen zu benutzen ist schwierig.,Using chopsticks is difficult.,rights: original; derived from live unused vocab 젓가락,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0380,A2,숟가락으로 국을 먹어요.,Suppe isst man mit dem Löffel.,You eat soup with a spoon.,rights: original; derived from live unused vocab 숟가락,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0381,A2,계산서 좀 주세요.,Die Rechnung bitte.,The check please.,rights: original; derived from live unused vocab 계산서,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0382,A2,차림표 좀 볼 수 있을까요?,Könnte ich die Speisekarte sehen?,Could I see the menu?,rights: original; derived from live unused vocab 차림표,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0383,A2,불고기 2인분 주세요.,Zwei Portionen Bulgogi bitte.,Two servings of bulgogi please.,rights: original; derived from live unused vocab 인분,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0384,A2,너무 많이 먹어서 배불러요.,Ich habe zu viel gegessen und bin satt.,I ate too much and I am full.,rights: original; derived from live unused vocab 배부르다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0385,A2,음식을 천천히 씹으세요.,Kauen Sie das Essen langsam.,Chew your food slowly.,rights: original; derived from live unused vocab 씹다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0386,A2,이 김치 좀 맛보세요.,Probieren Sie mal dieses Kimchi.,Try this kimchi.,rights: original; derived from live unused vocab 맛보다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0387,A2,후식으로 아이스크림을 먹었어요.,Als Nachtisch habe ich Eis gegessen.,I had ice cream for dessert.,rights: original; derived from live unused vocab 후식,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0388,A2,거울을 보면서 머리를 빗어요.,Ich kämme mich vor dem Spiegel.,I comb my hair in front of the mirror.,rights: original; derived from live unused vocab 거울,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0389,A2,달력에 약속을 표시했어요.,Ich habe den Termin im Kalender markiert.,I marked the appointment on the calendar.,rights: original; derived from live unused vocab 달력,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0390,A2,비누로 손을 씻으세요.,Waschen Sie die Hände mit Seife.,Wash your hands with soap.,rights: original; derived from live unused vocab 비누,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0391,A2,새 칫솔로 바꿨어요.,Ich habe eine neue Zahnbürste genommen.,I switched to a new toothbrush.,rights: original; derived from live unused vocab 칫솔,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0392,A2,깨끗한 수건 있어요?,Gibt es ein sauberes Handtuch?,Is there a clean towel?,rights: original; derived from live unused vocab 수건,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0393,A2,그릇을 씻어서 정리했어요.,Ich habe die Schüsseln gespült und weggeräumt.,I washed and put away the bowls.,rights: original; derived from live unused vocab 그릇,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0394,A2,컵에 물을 따랐어요.,Ich habe Wasser in die Tasse gegossen.,I poured water into the cup.,rights: original; derived from live unused vocab 컵,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0395,A2,부엌에서 좋은 냄새가 나요.,Aus der Küche kommt ein guter Geruch.,A good smell comes from the kitchen.,rights: original; derived from live unused vocab 냄새,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0396,A2,더워서 창문을 열었어요.,Mir war warm und ich habe das Fenster geöffnet.,I was hot so I opened the window.,rights: original; derived from live unused vocab 창문,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0397,A2,꽃병에 장미를 꽂았어요.,Ich habe Rosen in die Vase gestellt.,I put roses in the vase.,rights: original; derived from live unused vocab 꽃병,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0398,A2,창가에 화분이 세 개 있어요.,Am Fenster stehen drei Blumentöpfe.,There are three flower pots by the window.,rights: original; derived from live unused vocab 화분,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0399,A2,코트를 옷걸이에 걸었어요.,Ich habe den Mantel auf den Bügel gehängt.,I hung the coat on the hanger.,rights: original; derived from live unused vocab 옷걸이,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0400,A2,야채를 많이 드세요.,Essen Sie viel Gemüse.,Eat lots of vegetables.,rights: original; derived from live unused vocab 야채,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0401,A2,여름에는 수박이 최고예요.,Im Sommer ist Wassermelone das Beste.,Watermelon is the best in summer.,rights: original; derived from live unused vocab 수박,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0402,A2,한국 배는 크고 달아요.,Koreanische Birnen sind groß und süß.,Korean pears are big and sweet.,rights: original; derived from live unused vocab 배,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0403,A2,딸기 케이크를 좋아해요.,Ich mag Erdbeerkuchen.,I like strawberry cake.,rights: original; derived from live unused vocab 딸기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0404,A2,쇠고기로 국을 끓였어요.,Ich habe Suppe mit Rindfleisch gekocht.,I made soup with beef.,rights: original; derived from live unused vocab 쇠고기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0405,A2,돼지고기는 잘 익혀야 해요.,Schweinefleisch muss gut durchgegart werden.,Pork must be cooked well.,rights: original; derived from live unused vocab 돼지고기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0406,A2,저녁에 불고기를 만들어요.,Zum Abendessen mache ich Bulgogi.,I am making bulgogi for dinner.,rights: original; derived from live unused vocab 불고기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0407,A2,비빔밥에는 나물이 들어가요.,In Bibimbap kommen Gemüsebeilagen.,Bibimbap contains seasoned vegetables.,rights: original; derived from live unused vocab 비빔밥,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0408,A2,여름에 냉면을 자주 먹어요.,Im Sommer esse ich oft kalte Nudeln.,I often eat cold noodles in summer.,rights: original; derived from live unused vocab 냉면,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0409,A2,땅콩 알레르기가 있어요?,Haben Sie eine Erdnussallergie?,Do you have a peanut allergy?,rights: original; derived from live unused vocab 땅콩,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0410,A2,빵에 딸기 잼을 발랐어요.,Ich habe Erdbeermarmelade aufs Brot gestrichen.,I spread strawberry jam on the bread.,rights: original; derived from live unused vocab 잼,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0411,A2,밀가루로 빵을 만들어요.,Aus Mehl macht man Brot.,Bread is made from flour.,rights: original; derived from live unused vocab 밀가루,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0412,A2,태양이 밝게 빛나요.,Die Sonne scheint hell.,The sun shines brightly.,rights: original; derived from live unused vocab 태양,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0413,A2,강에 물고기가 많아요.,Im Fluss gibt es viele Fische.,There are many fish in the river.,rights: original; derived from live unused vocab 물고기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0414,A2,여름 밤에는 모기가 많아요.,In Sommernächten gibt es viele Mücken.,There are many mosquitoes on summer nights.,rights: original; derived from live unused vocab 모기,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0415,A2,풀 위에 앉아서 쉬었어요.,Ich habe mich ins Gras gesetzt und ausgeruht.,I sat on the grass and rested.,rights: original; derived from live unused vocab 풀,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0416,A2,가을에는 잎이 빨개져요.,Im Herbst werden die Blätter rot.,Leaves turn red in autumn.,rights: original; derived from live unused vocab 잎,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0417,A2,옛날이야기에 용이 나와요.,In alten Geschichten kommen Drachen vor.,Dragons appear in old tales.,rights: original; derived from live unused vocab 용,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0418,A2,오늘은 바람이 시원해요.,Heute ist der Wind angenehm kühl.,The wind is cool today.,rights: original; derived from live unused vocab 바람,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0419,A2,아이들이 눈사람을 만들어요.,Die Kinder bauen einen Schneemann.,The children are building a snowman.,rights: original; derived from live unused vocab 눈사람,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0420,A2,친구들과 눈싸움을 했어요.,Ich habe mit Freunden eine Schneeballschlacht gemacht.,I had a snowball fight with friends.,rights: original; derived from live unused vocab 눈싸움,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0421,A2,우리 동네는 조용해요.,Unser Viertel ist ruhig.,Our neighborhood is quiet.,rights: original; derived from live unused vocab 동네,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0422,A2,저 가수는 노래를 정말 잘해요.,Dieser Sänger singt wirklich gut.,That singer sings really well.,rights: original; derived from live unused vocab 가수,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0423,A2,경찰이 길을 안내해 줬어요.,Ein Polizist hat mir den Weg gezeigt.,A police officer showed me the way.,rights: original; derived from live unused vocab 경찰,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0424,A2,형은 지금 군인이에요.,Mein Bruder ist gerade Soldat.,My brother is a soldier now.,rights: original; derived from live unused vocab 군인,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0425,A2,저는 회사 사원이에요.,Ich bin Angestellter in einer Firma.,I am a company employee.,rights: original; derived from live unused vocab 사원,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0426,A2,가게 주인이 친절해요.,Der Ladenbesitzer ist freundlich.,The shop owner is friendly.,rights: original; derived from live unused vocab 주인,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0427,A2,택시 아저씨가 길을 잘 알아요.,Der Taxifahrer kennt den Weg gut.,The taxi driver knows the way well.,rights: original; derived from live unused vocab 아저씨,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0428,A2,식당 아주머니가 반찬을 더 주셨어요.,Die Wirtin hat uns mehr Beilagen gegeben.,The restaurant lady gave us more side dishes.,rights: original; derived from live unused vocab 아주머니,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0429,A2,세종대왕은 유명한 왕이에요.,König Sejong ist ein berühmter König.,King Sejong is a famous king.,rights: original; derived from live unused vocab 왕,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0430,A2,왕비가 궁에 살았어요.,Die Königin lebte im Palast.,The queen lived in the palace.,rights: original; derived from live unused vocab 왕비,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0431,A2,동화에 왕자가 나와요.,Im Märchen kommt ein Prinz vor.,A prince appears in the fairy tale.,rights: original; derived from live unused vocab 왕자,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0432,A2,아이가 공주 그림을 그렸어요.,Das Kind hat eine Prinzessin gemalt.,The child drew a princess.,rights: original; derived from live unused vocab 공주,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0433,A2,교실이 아주 조용해요.,Das Klassenzimmer ist sehr ruhig.,The classroom is very quiet.,rights: original; derived from live unused vocab 교실,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0434,A2,교과서 20쪽을 펴세요.,Öffnet das Lehrbuch auf Seite zwanzig.,Open the textbook to page twenty.,rights: original; derived from live unused vocab 교과서,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0435,A2,공책에 단어를 썼어요.,Ich habe die Wörter ins Heft geschrieben.,I wrote the words in my notebook.,rights: original; derived from live unused vocab 공책,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0436,A2,선생님이 칠판에 써요.,Der Lehrer schreibt an die Tafel.,The teacher writes on the blackboard.,rights: original; derived from live unused vocab 칠판,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0437,A2,누나는 대학교에 다녀요.,Meine Schwester geht zur Universität.,My sister attends university.,rights: original; derived from live unused vocab 대학교,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0438,A2,중학생 때 한국어를 시작했어요.,Als Mittelschüler habe ich mit Koreanisch angefangen.,I started Korean in middle school.,rights: original; derived from live unused vocab 중학생,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0439,A2,우리 반은 학생이 스무 명이에요.,Unsere Klasse hat zwanzig Schüler.,Our class has twenty students.,rights: original; derived from live unused vocab 반,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0440,A2,교수님 수업이 재미있어요.,Die Vorlesung des Professors ist interessant.,The professor's lecture is interesting.,rights: original; derived from live unused vocab 교수,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0441,A2,내년에 한국으로 유학을 가요.,Nächstes Jahr gehe ich zum Studium nach Korea.,I am going to study in Korea next year.,rights: original; derived from live unused vocab 유학,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0442,A2,우리 학교에 유학생이 많아요.,An unserer Schule gibt es viele Auslandsstudenten.,There are many international students at our school.,rights: original; derived from live unused vocab 유학생,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0443,A2,문이 저절로 열렸어요.,Die Tür öffnete sich von selbst.,The door opened by itself.,rights: original; derived from live unused vocab 열리다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0444,A2,바람에 창문이 닫혔어요.,Das Fenster schloss sich durch den Wind.,The window closed from the wind.,rights: original; derived from live unused vocab 닫히다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0445,A2,불이 자동으로 켜져요.,Das Licht geht automatisch an.,The light turns on automatically.,rights: original; derived from live unused vocab 켜지다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0446,A2,갑자기 불이 꺼졌어요.,Plötzlich ging das Licht aus.,The light suddenly went out.,rights: original; derived from live unused vocab 꺼지다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0447,A2,책이 책상에서 떨어졌어요.,Das Buch fiel vom Tisch.,The book fell off the desk.,rights: original; derived from live unused vocab 떨어지다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0448,A2,음식이 많이 남았어요.,Es ist viel Essen übrig geblieben.,A lot of food was left over.,rights: original; derived from live unused vocab 남다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0449,A2,벽에 포스터가 붙어 있어요.,An der Wand klebt ein Poster.,A poster is stuck on the wall.,rights: original; derived from live unused vocab 붙다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0450,A2,벽에 그림이 걸려 있어요.,An der Wand hängt ein Bild.,A picture hangs on the wall.,rights: original; derived from live unused vocab 걸리다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0451,A2,가방에서 책을 뺐어요.,Ich habe das Buch aus der Tasche genommen.,I took the book out of the bag.,rights: original; derived from live unused vocab 빼다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0452,A2,차를 여기에 세워 주세요.,Stellen Sie das Auto bitte hier ab.,Please park the car here.,rights: original; derived from live unused vocab 세우다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0453,A2,잠깐 밖에 나갔다 올게요.,Ich gehe kurz raus und komme wieder.,I will step out for a moment.,rights: original; derived from live unused vocab 나가다,approved,Jin explicit app-integration approval (2026-08-17).
satz_a2_0454,A2,회의가 끝나고 방에서 나왔어요.,Nach der Sitzung kam ich aus dem Raum.,I came out of the room after the meeting.,rights: original; derived from live unused vocab 나오다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0490,B2,걔는 항상 제 멋대로야.,"Der macht immer, was er will.",That person always does whatever they want.,rights: original; derived from live unused vocab 제 멋대로,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0491,B2,감정을 억누르면 몸에 안 좋아.,Gefühle zu unterdrücken ist schlecht für den Körper.,Suppressing emotions is bad for your body.,rights: original; derived from live unused vocab 감정을 억누르다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0492,B2,그 회사는 사회적 가치를 추구한다.,Das Unternehmen verfolgt gesellschaftliche Werte.,That company pursues social values.,rights: original; derived from live unused vocab 가치를 추구하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0493,B2,우리는 더불어 살아가는 법을 배워야 해.,"Wir müssen lernen, miteinander zu leben.",We need to learn to live together.,rights: original; derived from live unused vocab 더불어 살아가다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0494,B2,편견 없이 사람을 봐야 해.,Man muss Menschen ohne Vorurteile sehen.,You should see people without prejudice.,rights: original; derived from live unused vocab 편견,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0495,B2,그녀는 장애를 이겨 냈다.,Sie hat ihre Behinderung überwunden.,She overcame her disability.,rights: original; derived from live unused vocab 이겨 내다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0496,B2,내 좌우명은 '포기하지 마'야.,Mein Lebensmotto ist 'Gib nicht auf'.,My life motto is 'Don't give up'.,rights: original; derived from live unused vocab 좌우명,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0497,B2,이상만 좇으면 현실을 놓칠 수 있어.,"Wer nur Idealen nachjagt, kann die Realität verlieren.",Chasing only ideals can make you lose touch with reality.,rights: original; derived from live unused vocab 이상을 좇다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0498,B2,그는 가족을 우선시하는 편이야.,"Er neigt dazu, seine Familie zu priorisieren.",He tends to prioritize his family.,rights: original; derived from live unused vocab 우선시하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0499,B2,후회 없는 삶을 살고 싶어.,Ich möchte ein Leben ohne Reue leben.,I want to live a life without regret.,rights: original; derived from live unused vocab 후회 없는 삶,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0500,B2,이 노래 가사가 너무 서정적이야.,Der Songtext ist richtig gefühlvoll.,This song's lyrics are really lyrical.,rights: original; derived from live unused vocab 서정적이다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0501,B2,그 소식에 마음이 심란했어.,Die Nachricht hat mich aufgewühlt.,That news distressed me.,rights: original; derived from live unused vocab 심란하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0502,B2,그는 심각한 상황에서도 태연했어.,Er blieb auch in einer ernsten Lage gelassen.,He stayed composed even in a serious situation.,rights: original; derived from live unused vocab 태연하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0503,B2,태풍이 다행히 우리 지역을 비껴갔다.,Der Taifun ist zum Glück an unserer Gegend vorbeigezogen.,The typhoon narrowly missed our area.,rights: original; derived from live unused vocab 비껴가다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0504,B2,이 작품은 문학성이 높다.,Dieses Werk hat hohe literarische Qualität.,This work has high literary merit.,rights: original; derived from live unused vocab 문학성,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0505,B2,그 감독은 실화를 소재로 삼았다.,Der Regisseur verwendete eine wahre Geschichte als Stoff.,The director used a true story as subject matter.,rights: original; derived from live unused vocab 소재로 삼다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0506,B2,힘들어도 절망하지 마.,"Verzweifle nicht, auch wenn es schwer ist.","Don't despair, even when it's hard.",rights: original; derived from live unused vocab 절망하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0507,B2,어려울 때 가족에게 의지했어.,In schwierigen Zeiten habe ich mich auf meine Familie verlassen.,I relied on my family during hard times.,rights: original; derived from live unused vocab 의지하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0508,B2,그 작가의 대표작을 읽어 봤어?,Hast du das Hauptwerk des Autors gelesen?,Have you read that author's major work?,rights: original; derived from live unused vocab 대표작,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0509,B2,이 글귀가 마음에 와 닿았어.,Diese Passage hat mich berührt.,This passage touched me.,rights: original; derived from live unused vocab 글귀,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0510,B2,요즘 신조어가 너무 빨리 생겨.,Heutzutage entstehen Neologismen so schnell.,Neologisms pop up so fast these days.,rights: original; derived from live unused vocab 신조어,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0511,B2,디지털이 종이를 대체하고 있어.,Digital ersetzt Papier.,Digital is replacing paper.,rights: original; derived from live unused vocab 대체하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0512,B2,옛날 말이 점점 소멸하고 있다.,Alte Wörter sterben nach und nach aus.,Old words are gradually dying out.,rights: original; derived from live unused vocab 소멸하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0513,B2,그 운동이 전국으로 확산됐어.,Die Bewegung hat sich landesweit verbreitet.,The movement spread nationwide.,rights: original; derived from live unused vocab 확산되다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0514,B2,외래어가 범람하고 있어.,Fremdwörter überfluten die Sprache.,Foreign words are flooding the language.,rights: original; derived from live unused vocab 범람하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0515,B2,건전한 언어 사용이 중요해.,Angemessener Sprachgebrauch ist wichtig.,Wholesome language use is important.,rights: original; derived from live unused vocab 건전하다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0516,B2,스마트폰을 과도하게 사용하면 안 돼.,Man sollte das Smartphone nicht übermäßig nutzen.,You shouldn't use your smartphone excessively.,rights: original; derived from live unused vocab 과도하게,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0517,B2,외래어를 우리말로 다듬는 노력이 필요해.,"Es braucht Bemühungen, Fremdwörter in koreanische Wörter umzuwandeln.",We need efforts to refine foreign words into Korean.,rights: original; derived from live unused vocab 말을 다듬다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0518,B2,SNS를 통해 새로운 말이 생성되고 있다.,Über Social Media entstehen neue Wörter.,New words are being generated through social media.,rights: original; derived from live unused vocab 생성되다,approved,Jin explicit app-integration approval (2026-08-17).
satz_b2_0519,B2,올해의 단어를 선정했다.,Das Wort des Jahres wurde gewählt.,The word of the year was selected.,rights: original; derived from live unused vocab 선정하다,approved,Jin explicit app-integration approval (2026-08-17).
