id,level,ko,de,en,field_notes,상태,jin_memo
cloze_c2_0101,C2,이의 경로가 챗봇뿐이면 사람이 없는 것과 같아요.,"Ist der Einspruchsweg nur der Chatbot, fehlt der Mensch.","If the appeal path is only a chatbot, it is as if no person is there.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0102,C2,자동 결정에는 사용한 자료 목록을 붙여야 해요.,Am Automatenbescheid muss die genutzte Datenliste stehen.,An automated decision must attach the list of data used.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0103,C2,인간 재심이 같은 점수를 다시 누르면 재심이 아니에요.,"Drückt die menschliche Nachprüfung dieselbe Note, ist es keine Prüfung.","If human review just presses the same score, it is not a review.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0104,C2,기한 안내를 거절 화면 하단에만 두지 않아요.,Die Fristmitteilung lasse ich nicht nur unten auf der Ablehnung.,I do not put the deadline notice only at the bottom of the refusal screen.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0105,C2,증거 제출란이 글자 수만 받으면 사진 소명이 막혀요.,"Nimmt das Belegfeld nur Zeichen, bleibt der Fotobeleg draußen.","If the evidence field takes only characters, photo proof is blocked.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0106,C2,결정 요약을 점수 없이 이유 세 줄로 적어요.,Den Bescheidkern schreibe ich in drei Gründen ohne Punktzahl.,I write the decision core as three reasons without a score.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0107,C2,항소 비용이 시간으로만 커도 포기는 강요예요.,"Wird der Beschwerdeaufwand nur als Zeit groß, ist der Verzicht erzwungen.","If the cost of appealing grows only as time, giving up is coerced.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0108,C2,회신 의무 날짜가 없으면 이의는 사라져요.,Ohne Datum der Antwortpflicht verschwindet der Einspruch.,Without a duty-to-reply date the appeal disappears.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0109,C2,제3자 검토를 같은 업체가 하면 독립이 아니에요.,"Macht dieselbe Firma die Drittprüfung, ist sie nicht unabhängig.","If the same vendor does the third-party look, it is not independent.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0110,C2,철회 효과를 장래에만 두면 지난 피해가 남아요.,"Wirkt die Rücknahme nur in die Zukunft, bleibt der alte Schaden.","If the effect of withdrawal is future-only, past harm remains.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0111,C2,접근 언어가 법률문이면 이의 경로가 닫혀요.,"Ist die Zugangssprache Juristensprache, schließt sich der Einspruchsweg.","If the language of access is legalese, the appeal path closes.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0112,C2,종결 이유서를 템플릿 한 줄로 끝내지 않아요.,Die Abschlussbegründung beende ich nicht mit einer Schablonenzeile.,I do not end the closure rationale with one template line.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0113,C2,추적 가능성이 로그 없이 주장되면 믿지 않아요.,"Wird Nachvollziehbarkeit ohne Protokoll behauptet, glaube ich nicht.","If traceability is claimed without a log, I do not believe it.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0114,C2,변경 이력에 사람과 시각이 빠지면 추적이 끊겨요.,"Fehlen Person und Uhrzeit in der Änderungshistorie, reißt die Spur.","If person and time drop from the change history, the trail breaks.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0115,C2,접근 기록을 당사자도 볼 수 있어야 감사가 성립해요.,"Nur wenn Betroffene das Zugriffsprotokoll sehen, trägt die Prüfung.",An audit holds only if the affected person can also see the access log.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0116,C2,보존 기한을 너무 짧게 두면 이의가 증거 없이 끝나요.,Eine zu kurze Haltedauer beendet den Einspruch ohne Beleg.,A retention window that is too short ends an appeal without evidence.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0117,C2,삭제 권한을 운영자 한 명에게만 주지 않아요.,Die Löschbefugnis gebe ich nicht einer Betriebsperson allein.,I do not give who-may-delete to a single operator.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0118,C2,모델 버전을 결정문에 적어야 재현이 가능해요.,Ohne Modellstand im Bescheid ist keine Wiederholung möglich.,"Without the model version on the decision, reproduction is impossible.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0119,C2,입력 스냅샷을 남기지 않으면 나중에 다른 자료로 변명해요.,Ohne Eingabestand erklärt man später andere Daten.,"Without an input snapshot, later excuses use different data.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0120,C2,감사 독립이 계약으로 막히면 공개 감사가 아니에요.,"Ist Prüfunabhängigkeit vertraglich blockiert, ist es keine öffentliche Prüfung.","If audit independence is blocked by contract, it is not a public audit.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0121,C2,로그 변조를 탐지하는 서명을 같이 설계해요.,Gegen Protokollbruch entwerfe ich eine Mit-Signatur.,I design a co-signature that detects log tampering.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0122,C2,최소 수집을 어기면 추적이 감시가 돼요.,"Verletzt man die Minimalerhebung, wird die Spur zur Überwachung.","If you break minimum collection, the trail becomes surveillance.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0123,C2,열람 창구가 우편뿐이면 기한을 맞추기 어려워요.,"Ist der Einsichtskanal nur die Post, ist die Frist schwer haltbar.","If the inspection channel is mail only, the deadline is hard to meet.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0124,C2,책임 매핑이 없으면 오류가 시스템 탓으로만 가요.,Ohne Zuständigkeitskarte wird jeder Fehler nur das System.,"Without an accountability map, every error is blamed only on the system.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0125,C2,철회권이 설정 깊숙이 있으면 사실상 없어요.,"Sitzt das Widerrufsrecht tief in den Einstellungen, gibt es es kaum.","If the right to withdraw sits deep in settings, it barely exists.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0126,C2,동의 철회 후에도 추론 점수가 남으면 철회가 아니에요.,"Bleibt nach der Einwilligungsrücknahme der Schlussfolgerungswert, war es kein Widerruf.","If an inferred score remains after consent withdrawal, it was not withdrawal.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0127,C2,파생 데이터 삭제를 원문에만 적용하면 그림자가 남아요.,"Löscht man abgeleitete Daten nur im Ursprungstext, bleibt der Schatten.","If derived-data deletion applies only to the source text, a shadow remains.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0128,C2,복원 금지를 백업 정책에 명시해야 철회가 완성돼요.,Ohne Wiederherstellstopp in der Sicherung ist der Widerruf unvollständig.,"Without no-restore in the backup policy, withdrawal is incomplete.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0129,C2,처리 정지가 이의 기간에 자동으로 걸려야 해요.,Der Verarbeitungsstopp muss in der Einspruchsfrist automatisch greifen.,A processing pause must engage automatically during the appeal period.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0130,C2,기본값 설계가 수집 쪽이면 철회가 계속 싸움이 돼요.,"Zielt die Voreinstellung aufs Sammeln, bleibt Widerruf ein Kampf.","If default design leans toward collection, withdrawal stays a fight.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0131,C2,고지 시점을 가입 뒤로 미루면 동의가 형식만 남아요.,"Liegt die Hinweiszeit nach der Anmeldung, bleibt die Einwilligung formal.","If when notice is given is after signup, consent is only formal.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0132,C2,철회 확인서 없이 완료 화면만 보여 주면 증명이 없어요.,Nur der Fertig-Bildschirm ohne Widerrufsbeleg beweist nichts.,A done screen without a withdrawal receipt proves nothing.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0133,C2,연계 서비스까지 끊기지 않으면 부분 철회예요.,"Bleibt der Verbunddienst an, ist es nur ein Teilwiderruf.","If the linked service stays on, it is only partial withdrawal.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0134,C2,재동의 압박을 기능 잠금으로 하면 자유가 아니에요.,Neuerlaubnisdruck durch Funktionssperre ist keine Freiheit.,Pressure to re-consent via a locked feature is not freedom.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0135,C2,보존 예외를 넓게 쓰면 철회권이 구멍 나요.,Eine weite Halteausnahme locht das Widerrufsrecht.,A wide retention exception puts a hole in the right to withdraw.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0136,C2,종료 경로가 전화뿐이면 시간대에 따라 권리가 달라져요.,"Ist der Beendigungsweg nur das Telefon, hängt das Recht an der Uhrzeit.","If the exit path is phone-only, the right changes with the hour.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0137,C2,차등 영향을 평균 정확도 뒤에 숨기지 않아요.,Die ungleiche Wirkung verstecke ich nicht hinter der mittleren Genauigkeit.,I do not hide uneven impact behind average accuracy.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0138,C2,오류 비용이 한쪽 집단에만 모이면 모델을 멈춰요.,"Sammelt sich der Fehlerpreis in einer Gruppe, halte ich das Modell an.","If the cost of being wrong piles onto one group, I stop the model.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0139,C2,피드백 왜곡으로 과거 거절이 미래 거절을 만들어요.,Durch Rückkopplungskrümmung erzeugt die alte Ablehnung die nächste.,Feedback warp makes past refusals produce future refusals.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0140,C2,대리 변수가 주소를 쓰면 차별이 우회해요.,"Nutzt das Ersatzmerkmal die Adresse, umgeht die Diskriminierung.","If the proxy feature uses address, discrimination takes a detour.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0141,C2,설명 가능 주장이 사후 이야기면 통제가 아니에요.,"Ist die Erklärbarkeitsbehauptung eine Geschichte hinterher, ist sie keine Kontrolle.","If the explainability claim is a story after the fact, it is not control.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0142,C2,긴급 차단 권한이 개발팀에만 있으면 공적 통제가 없어요.,"Liegt die Notsperre nur beim Entwicklerteam, fehlt öffentliche Kontrolle.","If the kill switch sits only with developers, there is no public control.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0143,C2,피해 구제가 쿠폰이면 권리를 값으로 바꾼 거예요.,"Ist der Schadensweg ein Gutschein, wurde das Recht zum Preis.","If the remedy path is a coupon, a right was turned into a price.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0144,C2,배포 범위를 취약 지역부터 시작하면 실험이 전가돼요.,"Beginnt der Ausrollkreis in verletzlichen Vierteln, wird das Experiment verschoben.","If rollout scope starts in vulnerable areas, the experiment is offloaded.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0145,C2,감시 전환은 보안 언어로 포장될 때 더 잘 보여요.,"Die Überwachungskippung sieht man klarer, wenn sie Sicherheitssprache trägt.",The turn to surveillance is clearer when it wears security language.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0146,C2,집단 소송점이 막히면 개인만 싸우게 돼요.,"Ist der Sammelpunkt blockiert, kämpft nur die Einzelperson.","If the collective claim point is blocked, only individuals fight.",rights: original; derived from same-batch vocab example,draft,
cloze_c2_0147,C2,모델 폐기를 버전 업으로 위장하지 않아요.,Modellrückzug verkleide ich nicht als Versionswechsel.,I do not disguise model retirement as a version bump.,rights: original; derived from same-batch vocab example,draft,
cloze_c2_0148,C2,공적 감독 없이 자율 규제만 믿으면 기준이 무너져요.,Ohne öffentliche Aufsicht und nur Selbstregelung bricht der Maßstab.,"If we trust only self-rule without public oversight, the standard collapses.",rights: original; derived from same-batch vocab example,draft,
